"","word1","word2","n"
"1186","building","deficiency",1
"1187","building","figures",1
"1188","building","prototypes",1
"1189","building","soundly",1
"1190","builds","highways",1
"1191","built","railroads",1
"1192","builtin","safeguard",1
"1193","burden","individual",1
"1194","burden","onstrate",1
"1195","bureau","crat",1
"1196","bureaucratic","assembly",1
"1197","bureaucratic","elite",1
"1198","bureaucratic","routineers",1
"1199","burgeoning","courses",1
"1200","burglary","larceny",1
"1201","burning","loyalties",1
"1202","burton","jackson",1
"1203","business","administration",1
"1204","business","career",1
"1205","business","class",1
"1206","business","community",1
"1207","business","concerned",1
"1208","business","credit",1
"1209","business","downturn",1
"1210","business","enterprises",1
"1211","business","executives",1
"1212","business","experience",1
"1213","business","involved",1
"1214","business","leaders",1
"1215","business","managers",1
"1216","business","organiza",1
"1217","business","prac",1
"1218","business","setback",1
"1219","business","stress",1
"1220","business","surplus",1
"1221","business","travelers",1
"1222","business","truman",1
"1223","business","upturn",1
"1224","businessmen","concerned",1
"1225","businessmen","nationally",1
"1226","businessmen","resent",1
"1227","businessmen's","role",1
"1228","busy","committees",1
"1229","busy","cope",1
"1230","busy","hacking",1
"1231","buy","pay",1
"1232","buy","raw",1
"1233","buying","bonds",1
"1234","buying","set",1
"1235","buying","war",1
"1236","buys","bonds",1
"1237","byelection","recently",1
"1238","bypasses","congress",1
"1239","bypassing","congress",1
"1240","byrd","told",1
"1241","byrnes","called",1
"1242","byrnes","resigned",1
"1243","cabinet","committee",1
"1244","cabinet","level",1
"1245","cable","opposition",1
"1246","cal","practice",1
"1247","cal","speeches",1
"1248","cal","writers",1
"1249","calculated","deceit",1
"1250","calgary","alberta",1
"1251","cali","fornia",1
"1252","calif","kilowatts",1
"1253","californ","fight",1
"1254","california","governor",1
"1255","california","grew",1
"1256","california","illinois",1
"1257","california","legislature",1
"1258","california","opposed",1
"1259","california","people",1
"1260","california","politics",1
"1261","california","recently",1
"1262","california","republican",1
"1263","california","supporters",1
"1264","california","washington",1
"1265","california's","credit",1
"1266","california's","enrolled",1
"1267","call","attention",1
"1268","call","liberalism",1
"1269","call","president",1
"1270","call","social",1
"1271","call","switchoffs",1
"1272","called","attention",1
"1273","called","bleak",1
"1274","called","firmness",1
"1275","called","international",1
"1276","called","isolationism",1
"1277","called","loans",1
"1278","called","society",1
"1279","called","stat",1
"1280","callow","phrases",1
"1281","calls","permitted",1
"1282","calls","pseudoliberal",1
"1283","calls","responsible",1
"1284","cally","forced",1
"1285","calm","appraisal",1
"1286","cambridge","examples",1
"1287","campaign","alliance",1
"1288","campaign","chairmen",1
"1289","campaign","committee",1
"1290","campaign","slogan",1
"1291","campaign","techniques",1
"1292","campaign","workers",1
"1293","campaigning","distin",1
"1294","campaigning","methods",1
"1295","campaigning","west",1
"1296","campaigns","lieutenant",1
"1297","candi","date",1
"1298","candi","dates",1
"1299","candidate","appeared",1
"1300","candidate","defeated",1
"1301","candidate","dewey",1
"1302","candidate","eisenhower",1
"1303","candidate","rely",1
"1304","candidate","stricken",1
"1305","candidate","traveled",1
"1306","candidate's","wife",1
"1307","candidates","habit",1
"1308","candidates","kennedy",1
"1309","candidates","taft",1
"1310","canny","maestro",1
"1311","canyon","bill",1
"1312","canyon","project",1
"1313","capehart","capehart",1
"1314","capehart","col",1
"1315","capehart","division",1
"1316","capis","trano",1
"1317","capita","approach",1
"1318","capita","income",1
"1319","capital","community",1
"1320","capital","gains",1
"1321","capital","invested",1
"1322","capital","provided",1
"1323","capitalgains","tax",1
"1324","capitalist","japan",1
"1325","capri","cious",1
"1326","capriciously","reformers",1
"1327","captain","astor's",1
"1328","captive","workers",1
"1329","car","television",1
"1330","carbide","du",1
"1331","card","preferences",1
"1332","career","lucas",1
"1333","carefree","it'sin",1
"1334","carefree","warren",1
"1335","careful","appraisal",1
"1336","careful","perusal",1
"1337","carefully","chosen",1
"1338","carefully","examined",1
"1339","carefully","guarded",1
"1340","carefully","studied",1
"1341","careless","regard",1
"1342","cargoflying","ships",1
"1343","carolina","listed",1
"1344","carolinavirginia","nuclear",1
"1345","carried","california",1
"1346","carries","weight",1
"1347","carry","agricul",1
"1348","carry","fiscal",1
"1349","carry","hollywood's",1
"1350","casehardened","advice",1
"1351","cast","death",1
"1352","casting","absentee",1
"1353","casual","assurance",1
"1354","catastrophic","ill",1
"1355","catchall","committee",1
"1356","catholic","bish",1
"1357","catholic","clergy",1
"1358","ccc","investment",1
"1359","ccf","roots",1
"1360","ccf","socialist",1
"1361","ce","candidate",1
"1362","ceeding","elections",1
"1363","ceedingly","slim",1
"1364","ceiling","price",1
"1365","cent","corporate",1
"1366","cent","half",1
"1367","cent","nature",1
"1368","cent","parity",1
"1369","cent","patman",1
"1370","cent","return",1
"1371","cent","score",1
"1372","cent","testimony",1
"1373","central","guidance",1
"1374","central","power",1
"1375","century","ago",1
"1376","cerebral","thrombosis",1
"1377","certified","persons",1
"1378","cessor","finally",1
"1379","chadwick","urey",1
"1380","chain","stores",1
"1381","chairman","butler",1
"1382","chairman","connally",1
"1383","chairman","dealt",1
"1384","chairman","meade",1
"1385","chairman","wilbur",1
"1386","chairmen","moley",1
"1387","chance","lehman",1
"1388","chancellor","kent",1
"1389","change","optimism",1
"1390","channels","tunnels",1
"1391","character","chiseled",1
"1392","character","pacity",1
"1393","charge","account",1
"1394","charged","import",1
"1395","charitably","ignore",1
"1396","charles","chaplin",1
"1397","charles","seymour",1
"1398","charles","weaver",1
"1399","chase","smith",1
"1400","cheaper","foreign",1
"1401","check","counties",1
"1402","check","rein",1
"1403","checks","inflation",1
"1404","chemical","companies",1
"1405","chemical","corps",1
"1406","chemical","division",1
"1407","chemical","industry",1
"1408","chemical","products",1
"1409","chemicals","exclusive",1
"1410","chemicals","industry",1
"1411","cherished","objectives",1
"1412","chess","board",1
"1413","chicago","accept",1
"1414","chicago","ill",1
"1415","chicago","philadelphia",1
"1416","chicago","rackets",1
"1417","chicane","force",1
"1418","chick","ens",1
"1419","chief","adviser",1
"1420","chief","beneficiaries",1
"1421","chief","consulting",1
"1422","chief","executive",1
"1423","chief","investigator",1
"1424","chief","labor",1
"1425","chief","means",1
"1426","chief","mover",1
"1427","chief","petty",1
"1428","chief","proponent",1
"1429","chief","qualifications",1
"1430","chiefly","due",1
"1431","childhood","aberrations",1
"1432","children","alike",1
"1433","china","japan",1
"1434","chine","rule",1
"1435","chinese","intervention",1
"1436","chip","industrial",1
"1437","choice","hard",1
"1438","choice","shared",1
"1439","choice","tion",1
"1440","choose","plain",1
"1441","chores","senators",1
"1442","chosen","specific",1
"1443","christian","charity",1
"1444","christian","churches",1
"1445","christian","democrats",1
"1446","chronick","conducted",1
"1447","church","leaders",1
"1448","church","membership",1
"1449","churchill","rallied",1
"1450","ci","vilians",1
"1451","cial","patterns",1
"1452","cial","publication",1
"1453","cial","record",1
"1454","cialistlabor","party",1
"1455","cials","suggesting",1
"1456","cific","aspects",1
"1457","cifically","half",1
"1458","cio","analysis",1
"1459","cio","committee",1
"1460","cio","congressmen",1
"1461","cio","selected",1
"1462","cious","disorderly",1
"1463","circum","stances",1
"1464","circumstance","offer",1
"1465","circumstances","require",1
"1466","cit","financing",1
"1467","cite","ay",1
"1468","cited","quotations",1
"1469","cities","machines",1
"1470","citizen","lost",1
"1471","citizenry","mayor",1
"1472","citizenry","tak",1
"1473","citizens","coalition",1
"1474","citizens","committees",1
"1475","citizens","displayed",1
"1476","citizens","empaneled",1
"1477","citizens","labor",1
"1478","city","bennett",1
"1479","city","block",1
"1480","city","demo",1
"1481","city","government",1
"1482","city","machines",1
"1483","city","mich",1
"1484","city","streets",1
"1485","city","vote",1
"1486","citymanager","plan",1
"1487","civic","leader",1
"1488","civil","functions",1
"1489","civil","rights",1
"1490","civil","war",1
"1491","civilian","command",1
"1492","civilian","nuclear",1
"1493","civilization","witness",1
"1494","civilizations","dis",1
"1495","civilservice","employees",1
"1496","clacking","computer",1
"1497","claim","credit",1
"1498","claimed","superiority",1
"1499","clark's","opinion",1
"1500","class","appeal",1
"1501","class","distinctions",1
"1502","class","division",1
"1503","class","government",1
"1504","class","hatred",1
"1505","class","henry",1
"1506","class","levy",1
"1507","class","party",1
"1508","classic","story",1
"1509","classified","cows",1
"1510","classless","society",1
"1511","claude","debussy",1
"1512","clay","bryan",1
"1513","clayton","powell",1
"1514","clearcut","campaign",1
"1515","clearthinking","congressman",1
"1516","clements","douglas",1
"1517","clergy","justify",1
"1518","clergy","protestant",1
"1519","clergymen","teachers",1
"1520","cleveland","popped",1
"1521","climate","favorable",1
"1522","clinical","psychologist",1
"1523","close","associates",1
"1524","close","balance",1
"1525","close","election",1
"1526","close","loopholes",1
"1527","close","numerous",1
"1528","close","range",1
"1529","close","touch",1
"1530","closely","controlled",1
"1531","closely","japan",1
"1532","closely","knit",1
"1533","cloudy","clay",1
"1534","club","houses",1
"1535","clubs","libraries",1
"1536","clumsy","laws",1
"1537","clumsy","politically",1
"1538","coal","exports",1
"1539","coal","oil",1
"1540","coast","trip",1
"1541","coattail","riders",1
"1542","coattails","broad",1
"1543","cohesive","unified",1
"1544","coincidences","favoring",1
"1545","col","laborator",1
"1546","col","lapse",1
"1547","col","lection",1
"1548","cold","satisfaction",1
"1549","cold","war",1
"1550","colleague","lawrence",1
"1551","colleagues","topped",1
"1552","collect","timate",1
"1553","collective","bargain",1
"1554","collective","farms",1
"1555","collective","political",1
"1556","collectively","formed",1
"1557","college","graduate",1
"1558","college","lad",1
"1559","collings","makes",1
"1560","colo","report",1
"1561","colonel","house",1
"1562","colorado","election",1
"1563","colorado","fight",1
"1564","colorado","note",1
"1565","colorado","river",1
"1566","colorado","springs",1
"1567","colossal","cost",1
"1568","columbia","barring",1
"1569","columbia","presidency",1
"1570","columbia","s.c",1
"1571","columnar","layout",1
"1572","columns","accurately",1
"1573","columns","note",1
"1574","columns","written",1
"1575","combined","pay",1
"1576","comfortable","conviction",1
"1577","comfortable","majority",1
"1578","comfortless","altar",1
"1579","coming","campaign",1
"1580","coming","elec",1
"1581","coming","fiscal",1
"1582","coming","meeting",1
"1583","coming","political",1
"1584","coming","welfare",1
"1585","command","essen",1
"1586","commands","respect",1
"1587","commencement","season",1
"1588","commerce","department",1
