"","sentence","date","year","month","day","filename"
"214","NEWSWEEK Persp ective Registered + Wanted—Two by RAYMOND Both major parties are","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"215","faced with the job of selecting a new chairman. The Republican National","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"216","Committee meets on Dec. 7 to choose a successor to Joseph Martin","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"217","Jr., who has served since 1940. No date has as yet been","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"218","set for a Democratic Committee meeting, but those who follow politics closely","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"219","look for its announcement within a month or so, when Edward J.","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"220","Flynn, the present Democratic chairman, is expected to resign. With the restoration","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"221","of a close balance in party strength, the choice of a new","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"222","chairman in each case is not unim- portant. In fact, it may","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"223","provide some clue to the political events of 1944. In the Democratic","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"224","party the Presi- dent will dictate the decision. His problem will be","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"225","only to make a selection from the rather scanty list of possibili-","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"226","ties. But these facts are, of themselves, meaningful symptoms of the party","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"227","organization’s state of health. It can hardly be said that there are","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"228","any active candidates for the chairman’s job in the Democratic party. Post-","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"229","master General Frank Walker might be drafted by the President, but he","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"230","would _accept only with the greatest reluctance. Leo Crowley, Alien Property Custodian,","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"231","is most frequently mentioned. Joseph E. Davies, former Ambassador to Moscow, and","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"232","John W. McCormack, majority leader of the House, are possibilities. None stirs","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"233","much enthusiasm. It will be many a day before another Farley is","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"234","found. The bloom is simply off the job. Not much patronage remains","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"235","to be given out, and the New Deal inner circle provides what","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"236","political counsel the President needs. The fight for the chairmanship in the","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"237","Republican party, on the other hand, suggests the vigor of the party’s","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"238","hopes. So does the fact that so many prospective Presidential candidacies are","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"239","in evidence. The GOP is feeling the oats of the November victory.","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"240","Party insiders say the new chairman must be experienced in politics and","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"241","must come from the Midwest or West. Circum- stances may alter these","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"242","specifications, but now they seem pretty important. Most frequently mentioned is Werner","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"243","W. Schroeder, national committeeman DECEMBER 7,'""1942 S. Patent Office Chairmen MOLEY of","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"244","Illinois, who, since 1940, has presided over a sort of renaissance of","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"245","Republican- ism in his state. He is pretty violently opposed by Willkie","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"246","friends, however, because they say he is too close to the McCormick-Brooks","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"247","people. This opposi- tion may turn the choice elsewhere. There is a","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"248","strong call for Alf M. Landon, who is reluctant to serve. Other","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"249","possibilities are national committeemen Harrison E. Spangler of Iowa, Ralph H. Cake","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"250","of Oregon and Sinclair Weeks of Massachusetts. Likewise John Hollister of Ohio,","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"251","former congressman and law partner of Senator Taft. The chances that the","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"252","committee will go completely outside the party organization to select some well-known","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"253","businessman are ex- ceedingly slim. After an insistent demand by Mr. Willkie","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"254","a statement on foreign affairs was adopted at the April meeting of","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"255","the Republican National Committee. This time there is little demand for statements","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"256","of party policy. That is fortunate because the making of any resolution","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"257","on national policy by the national committee is an impropriety. It has","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"258","no legal power to bind the party. The convention, does that. The","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"259","com- mittee’s job is to keep the national party alive between Presidential","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"260","cam- paigns, to prepare for the convention and the campaign, to raise","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"261","money, to conduct research on national affairs and to maintain contact with","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"262","state and local organizations. Mr. Willkie’s influence in the forth- coming meeting","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"263","will be of some im- portance. But it will not be decisive.","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"264","The 1940 candidate will, it is said, con- trol not over a","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"265","quarter of the 106 members. The rift between him and the ‘","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"266","party organization is now pretty deep. But arguments among Republicans, while troublesome,","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"267","are not signs of weakness. In 1920 the Republican party emerged from","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"268","years of internal conflict to win the election. In 19382, though the","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"269","preconvention fight of the Democrats was bitter, they carried through tri- umphantly.","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"270","The real test of the Re- publican party will be the performance","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"271","of its 22 governors, it 209 members of the House and its","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"272","$8 senators, not what its members say about each other.","1942-12-07",1942,12,7,"Moley_newsweek_1942-12-07_20_23.txt"
"273","Perspective U.S. Registered Patent Light on an Old by Raymond Moley N","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"274","wuHart history may call the great Stassen gaffe, the principal therein proposed","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"275","to ignore the preferences of a great majority of Republican leaders and","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"276","to present a ticket to please some people in the Republican Party,","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"277","“in labor, minorities, and independents” and “the independent people at home, important","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"278","portions of the popu- lation abroad, and the uncommitted nations in the","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"279","world.” Only somewhat less befuddled are those who have been telling us","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"280","for some years that Republicans should ignore their own party membership and","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"281","prepare ticket and program to convert Demo- crats and to cozen “independents.”","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"282","This conversion, ' ; ee popular these or perhaps reconversion. On the","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"283","other hand, true masters of politics design political activity—all the printing and","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"284","oratory, all the piety and wit—to inspire party members with confidence and","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"285","to stir the sympathetic but lazy to get out and vote. strategy—very","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"286","days with people who, while paying lip service to the President, would","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"287","at- tack the Republican Party—assumes that there is a fixed number of","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"288","Demo- crats and Republicans, with a decisive minority of so-called independents. The","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"289","conclusion that they would have us draw is that the only way","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"290","a candi- date on the Republican ticket can win is to look","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"291","so much and talk so much like a “liberal” Democrat that voters","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"292","will switch sides and elect him. This concept I have called “the","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"293","myth of a static electorate.” The fallacy behind it is the idea","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"294","that political action is concerned with INDEPENDENTS SCORNED The late Ed Flynn","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"295","of the Bronx, up to the end F.D.R.’s most intimate po- litical","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"296","mentor, told me back in the 1930s that his strategy and Mr.","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"297","Roosevelt’s was to assume the loyalty of Democrats who had voted for","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"298","the party before 1932 and to aim at peo- ple who had","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"299","not been voting but who were radical in outlook. Flynn and Mr.","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"300","Roosevelt scoffed at the idea of converting Republicans. They were people to","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"301","attack, not flatter. Flynn scorned the idea of “independents.” I studied two","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"302","British elections at firsthand, in 1950 and 1955, and talked with many","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"303","professional workers in both parties in England, Scotland, Fraud a Office and","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"304","Wales. The lasting lesson | learned was that those realists paid little","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"305","attention to opposition voters, They used their resources to get out every","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"306","sympathizer, and many needed plenty of prodding. The contest was a matter","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"307","of efficiency, and since there were twice as many professional Con- servative","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"308","agents, the victory went to that party. It was left to the","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"309","theorists in London and Oxford to believe that speeches were decisive. “Independ-","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"310","ents” over there are contemptuously known as “floaters.” So far as I","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"311","know, Billy Graham is not trying to turn Catholics and Jews into","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"312","Methodists and Baptists, but to get at the unaffiliated. He is much","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"313","too wise to call the unwashed and un- saved “independent.” MARKET FOR","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"314","VOTES In 1952 Stevenson received about 27 million votes, which is roughly","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"315","the sum of Truman’s (1948) 24 million, Wallace’s and Thurmond’s (1948) 1","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"316","million each, and a million more new voters in old Democratic families.","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"317","Mr. Eisenhower received Dewey’s 22 mil- lion plus some millions who had","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"318","been conservatively inclined but in- different in 1948, plus a number of","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"319","new voters. Except in the South, there were few conversions. While the","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"320","1952 vote was large, there were and are somewhere around 40 million","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"321","eligibles who failed to vote. That is the market for votes where","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"322","either party may find a major- ity. Those nonvoting eligibles are not","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
"323","“independent.” They are merely inac- tive. Republicans may confidently assume that more","1956-08-13",1956,8,13,"Moley_newsweek_1956-08-13_48_7.txt"
